alg,num_kmers,time,k,omega
bb,939,73,6,1
dc,939,81,6,1
bb,955,65,6,1
dc,955,48,6,1
bb,784,58,6,1
dc,784,35,6,1
bb,1391,81,6,1
dc,1391,75,6,1
bb,1150,68,6,1
dc,1150,49,6,1
bb,1025,59,6,1
dc,1025,41,6,1
bb,1135,78,6,1
dc,1135,52,6,1
bb,936,54,6,1
dc,936,44,6,1
bb,1171,169,6,1
dc,1171,73,6,1
bb,976,103,6,1
dc,976,42,6,1
bb,1227,90,6,1
dc,1227,133,6,1
bb,957,173,6,1
dc,957,62,6,1
bb,1030,189,6,1
dc,1030,69,6,1
bb,841,256,6,1
dc,841,72,6,1
bb,1364,202,6,1
dc,1364,99,6,1
bb,1263,210,6,1
dc,1263,99,6,1
bb,1140,83,6,1
dc,1140,52,6,1
bb,776,55,6,1
dc,776,32,6,1
bb,808,54,6,1
dc,808,34,6,1
bb,1040,150,6,1
dc,1040,52,6,1
bb,1258,236,6,1
dc,1258,97,6,1
bb,1066,224,6,1
dc,1066,74,6,1
bb,1167,80,6,1
dc,1167,72,6,1
bb,863,54,6,1
dc,863,35,6,1
bb,1322,354,6,1
dc,1322,118,6,1
bb,1182,85,6,1
dc,1182,81,6,1
bb,937,63,6,1
dc,937,79,6,1
bb,1268,77,6,1
dc,1268,60,6,1
bb,698,63,6,1
dc,698,32,6,1
bb,640,50,6,1
dc,640,33,6,1
bb,1310,75,6,1
dc,1310,53,6,1
bb,1250,70,6,1
dc,1250,50,6,1
bb,1329,82,6,1
dc,1329,54,6,1
bb,1209,70,6,1
dc,1209,51,6,1
bb,911,53,6,1
dc,911,37,6,1
bb,620,55,6,1
dc,620,32,6,1
bb,780,50,6,1
dc,780,34,6,1
bb,776,57,6,1
dc,776,33,6,1
bb,992,58,6,1
dc,992,39,6,1
bb,897,59,6,1
dc,897,36,6,1
bb,1159,70,6,1
dc,1159,50,6,1
bb,935,69,6,1
dc,935,39,6,1
bb,1044,63,6,1
dc,1044,39,6,1
bb,807,59,6,1
dc,807,33,6,1
bb,1195,69,6,1
dc,1195,49,6,1
bb,1011,49,6,1
dc,1011,40,6,1
bb,866,62,6,1
dc,866,38,6,1
bb,1003,60,6,1
dc,1003,39,6,1
bb,1460,78,6,1
dc,1460,56,6,1
bb,1200,83,6,1
dc,1200,49,6,1
bb,884,68,6,1
dc,884,36,6,1
bb,989,62,6,1
dc,989,38,6,1
bb,1092,100,6,1
dc,1092,45,6,1
bb,915,67,6,1
dc,915,37,6,1
bb,1067,66,6,1
dc,1067,43,6,1
bb,1227,81,6,1
dc,1227,57,6,1
bb,1570,62,6,1
dc,1570,60,6,1
bb,1213,80,6,1
dc,1213,64,6,1
bb,955,66,6,1
dc,955,39,6,1
bb,1187,70,6,1
dc,1187,48,6,1
bb,1061,43,6,1
dc,1061,41,6,1
bb,782,56,6,1
dc,782,34,6,1
bb,940,60,6,1
dc,940,39,6,1
bb,1102,70,6,1
dc,1102,42,6,1
bb,1073,67,6,1
dc,1073,42,6,1
bb,879,65,6,1
dc,879,36,6,1
bb,868,53,6,1
dc,868,36,6,1
bb,652,52,6,1
dc,652,30,6,1
bb,997,60,6,1
dc,997,41,6,1
bb,968,70,6,1
dc,968,39,6,1
bb,1035,66,6,1
dc,1035,42,6,1
bb,1190,76,6,1
dc,1190,52,6,1
bb,1217,67,6,1
dc,1217,51,6,1
bb,1261,83,6,1
dc,1261,50,6,1
bb,759,51,6,1
dc,759,33,6,1
bb,943,50,6,1
dc,943,37,6,1
bb,1084,52,6,1
dc,1084,40,6,1
bb,1275,80,6,1
dc,1275,50,6,1
bb,1046,73,6,1
dc,1046,41,6,1
bb,837,63,6,1
dc,837,35,6,1
bb,1049,70,6,1
dc,1049,42,6,1
bb,1222,74,6,1
dc,1222,53,6,1
bb,1036,66,6,1
dc,1036,43,6,1
bb,1369,82,6,1
dc,1369,55,6,1
bb,1250,59,6,1
dc,1250,50,6,1
bb,1014,74,6,1
dc,1014,40,6,1
bb,971,68,6,1
dc,971,40,6,1
bb,1075,67,6,1
dc,1075,41,6,1
bb,1158,80,6,1
dc,1158,56,6,1
bb,1080,50,6,1
dc,1080,44,6,1
bb,993,68,6,1
dc,993,40,6,1
bb,760,59,6,1
dc,760,32,6,1
bb,879,56,6,1
dc,879,37,6,1
bb,1297,75,6,1
dc,1297,53,6,1
bb,832,52,6,1
dc,832,35,6,1
bb,868,58,6,1
dc,868,35,6,1
bb,984,59,6,1
dc,984,38,6,1
bb,1145,72,6,1
dc,1145,47,6,1
bb,1053,59,6,1
dc,1053,42,6,1
bb,847,62,6,1
dc,847,37,6,1
bb,908,61,6,1
dc,908,39,6,1
bb,1179,73,6,1
dc,1179,49,6,1
bb,902,64,6,1
dc,902,35,6,1
bb,794,52,6,1
dc,794,33,6,1
bb,1117,61,6,1
dc,1117,50,6,1
bb,1270,76,6,1
dc,1270,52,6,1
bb,1185,80,6,1
dc,1185,49,6,1
bb,1462,85,6,1
dc,1462,57,6,1
bb,949,72,6,1
dc,949,37,6,1
bb,1011,66,6,1
dc,1011,40,6,1
bb,1013,62,6,1
dc,1013,42,6,1
bb,715,58,6,1
dc,715,31,6,1
bb,1443,71,6,1
dc,1443,66,6,1
bb,777,130,6,1
dc,777,53,6,1
bb,1032,56,6,1
dc,1032,41,6,1
bb,1192,77,6,1
dc,1192,60,6,1
bb,950,55,6,1
dc,950,36,6,1
bb,1215,78,6,1
dc,1215,55,6,1
bb,1148,56,6,1
dc,1148,49,6,1
bb,1439,75,6,1
dc,1439,56,6,1
bb,1031,77,6,1
dc,1031,41,6,1
bb,790,52,6,1
dc,790,32,6,1
bb,987,54,6,1
dc,987,36,6,1
bb,981,61,6,1
dc,981,38,6,1
bb,1136,76,6,1
dc,1136,46,6,1
bb,1079,62,6,1
dc,1079,40,6,1
bb,1239,77,6,1
dc,1239,52,6,1
bb,1164,52,6,1
dc,1164,49,6,1
bb,1065,47,6,1
dc,1065,42,6,1
bb,979,65,6,1
dc,979,39,6,1
bb,1047,67,6,1
dc,1047,43,6,1
bb,1073,64,6,1
dc,1073,42,6,1
bb,748,60,6,1
dc,748,34,6,1
bb,1094,64,6,1
dc,1094,42,6,1
bb,1243,78,6,1
dc,1243,55,6,1
bb,1010,64,6,1
dc,1010,37,6,1
bb,1088,66,6,1
dc,1088,43,6,1
bb,1018,64,6,1
dc,1018,39,6,1
bb,873,63,6,1
dc,873,35,6,1
bb,1077,63,6,1
dc,1077,39,6,1
bb,816,60,6,1
dc,816,33,6,1
bb,1071,66,6,1
dc,1071,41,6,1
bb,1096,113,6,1
dc,1096,74,6,1
bb,776,65,6,1
dc,776,34,6,1
bb,858,61,6,1
dc,858,35,6,1
bb,1117,72,6,1
dc,1117,50,6,1
bb,748,62,6,1
dc,748,33,6,1
bb,1233,66,6,1
dc,1233,53,6,1
bb,1011,59,6,1
dc,1011,41,6,1
bb,1292,79,6,1
dc,1292,56,6,1
bb,925,71,6,1
dc,925,39,6,1
bb,1125,73,6,1
dc,1125,50,6,1
bb,1069,58,6,1
dc,1069,40,6,1
bb,1242,74,6,1
dc,1242,67,6,1
bb,863,43,6,1
dc,863,36,6,1
bb,1321,79,6,1
dc,1321,53,6,1
bb,1161,74,6,1
dc,1161,50,6,1
bb,1200,80,6,1
dc,1200,52,6,1
bb,597,54,6,1
dc,597,29,6,1
bb,961,51,6,1
dc,961,40,6,1
bb,980,62,6,1
dc,980,38,6,1
bb,963,63,6,1
dc,963,39,6,1
bb,1040,63,6,1
dc,1040,41,6,1
bb,874,65,6,1
dc,874,36,6,1
bb,1037,67,6,1
dc,1037,41,6,1
bb,1247,84,6,1
dc,1247,52,6,1
bb,1264,70,6,1
dc,1264,50,6,1
bb,934,59,6,1
dc,934,39,6,1
bb,901,61,6,1
dc,901,35,6,1
bb,1167,67,6,1
dc,1167,46,6,1
bb,883,52,6,1
dc,883,36,6,1
bb,1188,67,6,1
dc,1188,48,6,1
bb,1067,66,6,1
dc,1067,48,6,1
bb,1150,71,6,1
dc,1150,51,6,1
bb,843,52,6,1
dc,843,37,6,1
bb,1213,64,6,1
dc,1213,50,6,1
bb,1026,75,6,1
dc,1026,43,6,1
bb,1208,74,6,1
dc,1208,50,6,1
bb,859,59,6,1
dc,859,35,6,1
bb,943,60,6,1
dc,943,38,6,1
bb,1142,75,6,1
dc,1142,49,6,1
bb,1393,72,6,1
dc,1393,53,6,1
bb,963,62,6,1
dc,963,38,6,1
bb,1313,77,6,1
dc,1313,51,6,1
bb,1272,57,6,1
dc,1272,51,6,1
bb,769,66,6,1
dc,769,33,6,1
bb,1126,70,6,1
dc,1126,47,6,1
bb,1116,67,6,1
dc,1116,47,6,1
bb,954,52,6,1
dc,954,35,6,1
bb,1143,74,6,1
dc,1143,49,6,1
bb,1509,57,6,1
dc,1509,56,6,1
bb,1558,88,6,1
dc,1558,59,6,1
bb,653,63,6,1
dc,653,31,6,1
bb,1016,61,6,1
dc,1016,40,6,1
bb,867,67,6,1
dc,867,36,6,1
bb,767,56,6,1
dc,767,33,6,1
bb,1033,61,6,1
dc,1033,40,6,1
bb,1170,74,6,1
dc,1170,48,6,1
bb,1251,77,6,1
dc,1251,51,6,1
bb,777,58,6,1
dc,777,33,6,1
bb,720,41,6,1
dc,720,30,6,1
bb,1156,63,6,1
dc,1156,61,6,1
bb,1238,65,6,1
dc,1238,56,6,1
bb,1119,76,6,1
dc,1119,48,6,1
bb,1217,70,6,1
dc,1217,52,6,1
bb,891,53,6,1
dc,891,36,6,1
bb,722,55,6,1
dc,722,31,6,1
bb,1112,62,6,1
dc,1112,48,6,1
bb,1123,65,6,1
dc,1123,48,6,1
bb,1030,60,6,1
dc,1030,40,6,1
bb,1162,78,6,1
dc,1162,47,6,1
bb,952,56,6,1
dc,952,37,6,1
bb,1293,81,6,1
dc,1293,52,6,1
bb,930,56,6,1
dc,930,38,6,1
bb,1069,67,6,1
dc,1069,41,6,1
bb,1271,75,6,1
dc,1271,51,6,1
bb,1102,70,6,1
dc,1102,42,6,1
bb,1298,85,6,1
dc,1298,54,6,1
bb,999,58,6,1
dc,999,40,6,1
bb,878,64,6,1
dc,878,37,6,1
bb,848,58,6,1
dc,848,35,6,1
bb,1198,70,6,1
dc,1198,49,6,1
bb,1073,66,6,1
dc,1073,40,6,1
bb,874,62,6,1
dc,874,36,6,1
bb,1128,74,6,1
dc,1128,47,6,1
bb,925,62,6,1
dc,925,38,6,1
bb,1219,78,6,1
dc,1219,50,6,1
bb,1218,66,6,1
dc,1218,50,6,1
bb,913,54,6,1
dc,913,37,6,1
bb,1355,75,6,1
dc,1355,51,6,1
bb,913,51,6,1
dc,913,36,6,1
bb,881,58,6,1
dc,881,66,6,1
bb,858,49,6,1
dc,858,38,6,1
bb,998,64,6,1
dc,998,40,6,1
bb,916,59,6,1
dc,916,35,6,1
bb,1014,61,6,1
dc,1014,41,6,1
bb,949,64,6,1
dc,949,38,6,1
bb,998,63,6,1
dc,998,40,6,1
bb,1102,70,6,1
dc,1102,42,6,1
bb,952,69,6,1
dc,952,38,6,1
bb,1242,78,6,1
dc,1242,51,6,1
bb,1203,96,6,1
dc,1203,50,6,1
bb,903,61,6,1
dc,903,170,6,1
bb,1356,142,6,1
dc,1356,67,6,1
bb,1134,68,6,1
dc,1134,56,6,1
bb,1288,81,6,1
dc,1288,53,6,1
bb,970,70,6,1
dc,970,38,6,1
bb,1381,71,6,1
dc,1381,52,6,1
bb,928,74,6,1
dc,928,37,6,1
bb,1135,61,6,1
dc,1135,48,6,1
bb,817,49,6,1
dc,817,35,6,1
bb,936,50,6,1
dc,936,38,6,1
bb,1082,62,6,1
dc,1082,40,6,1
bb,1200,78,6,1
dc,1200,53,6,1
bb,1190,50,6,1
dc,1190,47,6,1
bb,693,57,6,1
dc,693,30,6,1
bb,926,48,6,1
dc,926,40,6,1
bb,983,67,6,1
dc,983,38,6,1
bb,890,53,6,1
dc,890,35,6,1
bb,817,74,6,1
dc,817,38,6,1
bb,889,57,6,1
dc,889,39,6,1
bb,989,64,6,1
dc,989,40,6,1
bb,784,58,6,1
dc,784,35,6,1
bb,1130,72,6,1
dc,1130,51,6,1
bb,1500,70,6,1
dc,1500,55,6,1
bb,579,58,6,1
dc,579,28,6,1
bb,957,56,6,1
dc,957,38,6,1
bb,651,57,6,1
dc,651,30,6,1
bb,1078,59,6,1
dc,1078,44,6,1
bb,883,59,6,1
dc,883,37,6,1
bb,1077,70,6,1
dc,1077,41,6,1
bb,883,57,6,1
dc,883,34,6,1
bb,1013,67,6,1
dc,1013,39,6,1
bb,1026,62,6,1
dc,1026,40,6,1
bb,757,58,6,1
dc,757,32,6,1
bb,1390,70,6,1
dc,1390,53,6,1
bb,1117,77,6,1
dc,1117,49,6,1
bb,1065,71,6,1
dc,1065,40,6,1
bb,1340,77,6,1
dc,1340,67,6,1
bb,1177,68,6,1
dc,1177,49,6,1
bb,854,57,6,1
dc,854,37,6,1
bb,863,62,6,1
dc,863,37,6,1
bb,1088,63,6,1
dc,1088,42,6,1
bb,683,60,6,1
dc,683,31,6,1
bb,1241,67,6,1
dc,1241,49,6,1
bb,1228,56,6,1
dc,1228,50,6,1
bb,1308,71,6,1
dc,1308,51,6,1
bb,993,53,6,1
dc,993,36,6,1
bb,923,60,6,1
dc,923,35,6,1
bb,1090,64,6,1
dc,1090,41,6,1
bb,882,66,6,1
dc,882,36,6,1
bb,765,55,6,1
dc,765,38,6,1
bb,819,54,6,1
dc,819,35,6,1
bb,769,53,6,1
dc,769,33,6,1
bb,1132,67,6,1
dc,1132,49,6,1
bb,828,46,6,1
dc,828,33,6,1
bb,1186,70,6,1
dc,1186,49,6,1
bb,1095,58,6,1
dc,1095,41,6,1
bb,1120,78,6,1
dc,1120,53,6,1
bb,1013,48,6,1
dc,1013,40,6,1
bb,3990,190,7,1
dc,3990,307,7,1
bb,5101,303,7,1
dc,5101,300,7,1
bb,2935,144,7,1
dc,2935,128,7,1
bb,4177,189,7,1
dc,4177,187,7,1
bb,5619,283,7,1
dc,5619,276,7,1
bb,2838,110,7,1
dc,2838,115,7,1
bb,3439,151,7,1
dc,3439,159,7,1
bb,3426,213,7,1
dc,3426,144,7,1
bb,4337,199,7,1
dc,4337,186,7,1
bb,3780,238,7,1
dc,3780,149,7,1
bb,5056,215,7,1
dc,5056,209,7,1
bb,3281,248,7,1
dc,3281,129,7,1
bb,2675,147,7,1
dc,2675,109,7,1
bb,4159,188,7,1
dc,4159,205,7,1
bb,3371,248,7,1
dc,3371,141,7,1
bb,3481,177,7,1
dc,3481,141,7,1
bb,4136,161,7,1
dc,4136,159,7,1
bb,5643,312,7,1
dc,5643,264,7,1
bb,4035,180,7,1
dc,4035,159,7,1
bb,3838,224,7,1
dc,3838,144,7,1
bb,4363,246,7,1
dc,4363,166,7,1
bb,4482,251,7,1
dc,4482,181,7,1
bb,4591,266,7,1
dc,4591,170,7,1
bb,3353,231,7,1
dc,3353,137,7,1
bb,2194,91,7,1
dc,2194,85,7,1
bb,3707,189,7,1
dc,3707,141,7,1
bb,3907,231,7,1
dc,3907,155,7,1
bb,4146,241,7,1
dc,4146,154,7,1
bb,3668,242,7,1
dc,3668,145,7,1
bb,4238,209,7,1
dc,4238,163,7,1
bb,4305,267,7,1
dc,4305,191,7,1
bb,3594,232,7,1
dc,3594,134,7,1
bb,3697,189,7,1
dc,3697,150,7,1
bb,4483,250,7,1
dc,4483,182,7,1
bb,4806,273,7,1
dc,4806,185,7,1
bb,3632,259,7,1
dc,3632,151,7,1
bb,2642,211,7,1
dc,2642,121,7,1
bb,4387,278,7,1
dc,4387,178,7,1
bb,3895,245,7,1
dc,3895,147,7,1
bb,5907,420,7,1
dc,5907,299,7,1
bb,4737,194,7,1
dc,4737,289,7,1
bb,4252,261,7,1
dc,4252,166,7,1
bb,3250,230,7,1
dc,3250,132,7,1
bb,3610,223,7,1
dc,3610,145,7,1
bb,3168,213,7,1
dc,3168,126,7,1
bb,3826,206,7,1
dc,3826,254,7,1
bb,4185,313,7,1
dc,4185,169,7,1
bb,4725,256,7,1
dc,4725,180,7,1
bb,3799,231,7,1
dc,3799,140,7,1
bb,3639,236,7,1
dc,3639,139,7,1
bb,3246,217,7,1
dc,3246,130,7,1
bb,3340,207,7,1
dc,3340,131,7,1
bb,4017,231,7,1
dc,4017,158,7,1
bb,3636,156,7,1
dc,3636,141,7,1
bb,3005,202,7,1
dc,3005,115,7,1
bb,4796,174,7,1
dc,4796,173,7,1
bb,3491,231,7,1
dc,3491,134,7,1
bb,3967,185,7,1
dc,3967,138,7,1
bb,3927,238,7,1
dc,3927,139,7,1
bb,3649,212,7,1
dc,3649,134,7,1
bb,3139,150,7,1
dc,3139,123,7,1
bb,4217,247,7,1
dc,4217,166,7,1
bb,4568,357,7,1
dc,4568,190,7,1
bb,2588,209,7,1
dc,2588,110,7,1
bb,4233,197,7,1
dc,4233,163,7,1
bb,3745,237,7,1
dc,3745,150,7,1
bb,4409,262,7,1
dc,4409,169,7,1
bb,4774,279,7,1
dc,4774,178,7,1
bb,4363,289,7,1
dc,4363,159,7,1
bb,5618,334,7,1
dc,5618,270,7,1
bb,4863,194,7,1
dc,4863,174,7,1
bb,3589,253,7,1
dc,3589,144,7,1
bb,3508,244,7,1
dc,3508,139,7,1
bb,4668,263,7,1
dc,4668,179,7,1
bb,3451,266,7,1
dc,3451,141,7,1
bb,2142,87,7,1
dc,2142,86,7,1
bb,4329,232,7,1
dc,4329,167,7,1
bb,4151,261,7,1
dc,4151,158,7,1
bb,4304,250,7,1
dc,4304,175,7,1
bb,3209,217,7,1
dc,3209,151,7,1
bb,3440,224,7,1
dc,3440,140,7,1
bb,3467,180,7,1
dc,3467,152,7,1
bb,3936,178,7,1
dc,3936,150,7,1
bb,3292,206,7,1
dc,3292,133,7,1
bb,3385,202,7,1
dc,3385,137,7,1
bb,3159,181,7,1
dc,3159,129,7,1
bb,4641,241,7,1
dc,4641,165,7,1
bb,4271,252,7,1
dc,4271,149,7,1
bb,4394,256,7,1
dc,4394,162,7,1
bb,4887,306,7,1
dc,4887,254,7,1
bb,3565,281,7,1
dc,3565,159,7,1
bb,3891,231,7,1
dc,3891,159,7,1
bb,4325,241,7,1
dc,4325,166,7,1
bb,3493,226,7,1
dc,3493,134,7,1
bb,3749,222,7,1
dc,3749,143,7,1
bb,3194,212,7,1
dc,3194,131,7,1
bb,3163,204,7,1
dc,3163,121,7,1
bb,3779,201,7,1
dc,3779,131,7,1
bb,4495,192,7,1
dc,4495,186,7,1
bb,3658,245,7,1
dc,3658,144,7,1
bb,2898,200,7,1
dc,2898,133,7,1
bb,3455,207,7,1
dc,3455,141,7,1
bb,3226,223,7,1
dc,3226,128,7,1
bb,4256,205,7,1
dc,4256,172,7,1
bb,4318,259,7,1
dc,4318,158,7,1
bb,4332,262,7,1
dc,4332,175,7,1
bb,3979,242,7,1
dc,3979,309,7,1
bb,4833,268,7,1
dc,4833,202,7,1
bb,4413,274,7,1
dc,4413,168,7,1
bb,4545,193,7,1
dc,4545,189,7,1
bb,4102,162,7,1
dc,4102,167,7,1
bb,3880,242,7,1
dc,3880,154,7,1
bb,4375,283,7,1
dc,4375,192,7,1
bb,2886,211,7,1
dc,2886,124,7,1
bb,2895,130,7,1
dc,2895,284,7,1
bb,3168,178,7,1
dc,3168,136,7,1
bb,3820,241,7,1
dc,3820,147,7,1
bb,4431,256,7,1
dc,4431,182,7,1
bb,3601,243,7,1
dc,3601,148,7,1
bb,3855,201,7,1
dc,3855,153,7,1
bb,3580,230,7,1
dc,3580,145,7,1
bb,3640,228,7,1
dc,3640,139,7,1
bb,3589,232,7,1
dc,3589,146,7,1
bb,3744,200,7,1
dc,3744,148,7,1
bb,5761,314,7,1
dc,5761,281,7,1
bb,4681,198,7,1
dc,4681,176,7,1
bb,3710,258,7,1
dc,3710,153,7,1
bb,3481,158,7,1
dc,3481,143,7,1
bb,3053,206,7,1
dc,3053,124,7,1
bb,3187,185,7,1
dc,3187,132,7,1
bb,4037,227,7,1
dc,4037,152,7,1
bb,4488,307,7,1
dc,4488,172,7,1
bb,4304,284,7,1
dc,4304,183,7,1
bb,3536,253,7,1
dc,3536,138,7,1
bb,3784,195,7,1
dc,3784,154,7,1
bb,5722,312,7,1
dc,5722,273,7,1
bb,3994,170,7,1
dc,3994,194,7,1
bb,5013,291,7,1
dc,5013,196,7,1
bb,3264,233,7,1
dc,3264,141,7,1
bb,4271,216,7,1
dc,4271,172,7,1
bb,3717,276,7,1
dc,3717,156,7,1
bb,5319,321,7,1
dc,5319,255,7,1
bb,4852,199,7,1
dc,4852,203,7,1
bb,3639,256,7,1
dc,3639,138,7,1
bb,3162,141,7,1
dc,3162,128,7,1
bb,3376,206,7,1
dc,3376,133,7,1
bb,2975,200,7,1
dc,2975,118,7,1
bb,3322,229,7,1
dc,3322,138,7,1
bb,3543,230,7,1
dc,3543,147,7,1
bb,4167,238,7,1
dc,4167,166,7,1
bb,3369,224,7,1
dc,3369,132,7,1
bb,4433,235,7,1
dc,4433,155,7,1
bb,4209,258,7,1
dc,4209,163,7,1
bb,3921,238,7,1
dc,3921,145,7,1
bb,4845,265,7,1
dc,4845,184,7,1
bb,3855,254,7,1
dc,3855,182,7,1
bb,4023,259,7,1
dc,4023,161,7,1
bb,5585,243,7,1
dc,5585,250,7,1
bb,3590,162,7,1
dc,3590,145,7,1
bb,3068,122,7,1
dc,3068,122,7,1
bb,4427,226,7,1
dc,4427,162,7,1
bb,5054,261,7,1
dc,5054,179,7,1
bb,3375,232,7,1
dc,3375,131,7,1
bb,3662,158,7,1
dc,3662,156,7,1
bb,4525,270,7,1
dc,4525,180,7,1
bb,4244,272,7,1
dc,4244,164,7,1
bb,3882,233,7,1
dc,3882,156,7,1
bb,3420,229,7,1
dc,3420,142,7,1
bb,4299,245,7,1
dc,4299,171,7,1
bb,4602,265,7,1
dc,4602,167,7,1
bb,3646,262,7,1
dc,3646,138,7,1
bb,2881,210,7,1
dc,2881,116,7,1
bb,3448,187,7,1
dc,3448,148,7,1
bb,3553,183,7,1
dc,3553,143,7,1
bb,2611,186,7,1
dc,2611,112,7,1
bb,4565,179,7,1
dc,4565,168,7,1
bb,3011,222,7,1
dc,3011,121,7,1
bb,4607,187,7,1
dc,4607,172,7,1
bb,3096,221,7,1
dc,3096,121,7,1
bb,3270,165,7,1
dc,3270,128,7,1
bb,4452,190,7,1
dc,4452,159,7,1
bb,3400,193,7,1
dc,3400,127,7,1
bb,3091,225,7,1
dc,3091,133,7,1
bb,3227,190,7,1
dc,3227,127,7,1
bb,3065,181,7,1
dc,3065,120,7,1
bb,3987,215,7,1
dc,3987,144,7,1
bb,2678,167,7,1
dc,2678,110,7,1
bb,4145,193,7,1
dc,4145,155,7,1
bb,4584,275,7,1
dc,4584,198,7,1
bb,3695,234,7,1
dc,3695,142,7,1
bb,3706,233,7,1
dc,3706,137,7,1
bb,5731,323,7,1
dc,5731,268,7,1
bb,2201,96,7,1
dc,2201,84,7,1
bb,4400,222,7,1
dc,4400,161,7,1
bb,2973,312,7,1
dc,2973,156,7,1
bb,3992,174,7,1
dc,3992,185,7,1
bb,4281,229,7,1
dc,4281,169,7,1
bb,3131,207,7,1
dc,3131,126,7,1
bb,3399,216,7,1
dc,3399,126,7,1
bb,4262,277,7,1
dc,4262,173,7,1
bb,4004,259,7,1
dc,4004,155,7,1
bb,4907,214,7,1
dc,4907,179,7,1
bb,4341,295,7,1
dc,4341,167,7,1
bb,4167,251,7,1
dc,4167,166,7,1
bb,3689,240,7,1
dc,3689,143,7,1
bb,3649,219,7,1
dc,3649,145,7,1
bb,5114,281,7,1
dc,5114,245,7,1
bb,5083,207,7,1
dc,5083,201,7,1
bb,5132,342,7,1
dc,5132,243,7,1
bb,2865,138,7,1
dc,2865,119,7,1
bb,4930,203,7,1
dc,4930,231,7,1
bb,4512,206,7,1
dc,4512,165,7,1
bb,3693,240,7,1
dc,3693,150,7,1
bb,3219,192,7,1
dc,3219,126,7,1
bb,4210,207,7,1
dc,4210,213,7,1
bb,3773,253,7,1
dc,3773,150,7,1
bb,3423,214,7,1
dc,3423,134,7,1
bb,3782,227,7,1
dc,3782,148,7,1
bb,2869,213,7,1
dc,2869,122,7,1
bb,3240,201,7,1
dc,3240,132,7,1
bb,4783,261,7,1
dc,4783,195,7,1
bb,2684,216,7,1
dc,2684,111,7,1
bb,2660,162,7,1
dc,2660,115,7,1
bb,2885,184,7,1
dc,2885,120,7,1
bb,2841,209,7,1
dc,2841,118,7,1
bb,3627,210,7,1
dc,3627,140,7,1
bb,3460,182,7,1
dc,3460,132,7,1
bb,3817,191,7,1
dc,3817,152,7,1
bb,3806,229,7,1
dc,3806,139,7,1
bb,4447,231,7,1
dc,4447,159,7,1
bb,3256,227,7,1
dc,3256,133,7,1
bb,3905,199,7,1
