alg,num_kmers,time,k,omega
dc,3905,157,7,1
bb,4143,227,7,1
dc,4143,151,7,1
bb,3446,223,7,1
dc,3446,142,7,1
bb,4328,241,7,1
dc,4328,165,7,1
bb,3730,254,7,1
dc,3730,143,7,1
bb,4467,231,7,1
dc,4467,159,7,1
bb,3892,240,7,1
dc,3892,145,7,1
bb,2905,138,7,1
dc,2905,126,7,1
bb,3904,212,7,1
dc,3904,155,7,1
bb,4506,263,7,1
dc,4506,172,7,1
bb,4110,267,7,1
dc,4110,155,7,1
bb,4487,297,7,1
dc,4487,177,7,1
bb,3320,263,7,1
dc,3320,134,7,1
bb,4326,183,7,1
dc,4326,168,7,1
bb,5417,317,7,1
dc,5417,269,7,1
bb,3488,157,7,1
dc,3488,151,7,1
bb,2729,120,7,1
dc,2729,118,7,1
bb,2813,149,7,1
dc,2813,116,7,1
bb,3233,153,7,1
dc,3233,127,7,1
bb,3923,223,7,1
dc,3923,143,7,1
bb,3706,260,7,1
dc,3706,163,7,1
bb,4772,215,7,1
dc,4772,180,7,1
bb,4221,244,7,1
dc,4221,164,7,1
bb,3265,233,7,1
dc,3265,151,7,1
bb,2346,168,7,1
dc,2346,94,7,1
bb,4348,211,7,1
dc,4348,174,7,1
bb,4352,265,7,1
dc,4352,170,7,1
bb,3587,252,7,1
dc,3587,144,7,1
bb,2771,205,7,1
dc,2771,115,7,1
bb,3297,201,7,1
dc,3297,137,7,1
bb,4489,242,7,1
dc,4489,157,7,1
bb,4320,272,7,1
dc,4320,164,7,1
bb,4527,254,7,1
dc,4527,161,7,1
bb,3310,233,7,1
dc,3310,126,7,1
bb,4770,260,7,1
dc,4770,181,7,1
bb,3628,225,7,1
dc,3628,139,7,1
bb,3603,226,7,1
dc,3603,145,7,1
bb,2829,154,7,1
dc,2829,110,7,1
bb,4351,274,7,1
dc,4351,174,7,1
bb,5427,320,7,1
dc,5427,264,7,1
bb,4479,191,7,1
dc,4479,187,7,1
bb,3852,248,7,1
dc,3852,145,7,1
bb,2629,211,7,1
dc,2629,115,7,1
bb,3006,156,7,1
dc,3006,127,7,1
bb,3603,172,7,1
dc,3603,138,7,1
bb,2167,121,7,1
dc,2167,83,7,1
bb,3393,195,7,1
dc,3393,130,7,1
bb,3155,189,7,1
dc,3155,132,7,1
bb,3364,206,7,1
dc,3364,136,7,1
bb,4131,202,7,1
dc,4131,163,7,1
bb,3936,230,7,1
dc,3936,143,7,1
bb,2961,222,7,1
dc,2961,125,7,1
bb,4582,246,7,1
dc,4582,169,7,1
bb,2310,192,7,1
dc,2310,91,7,1
bb,3430,190,7,1
dc,3430,137,7,1
bb,3704,187,7,1
dc,3704,147,7,1
bb,4364,257,7,1
dc,4364,187,7,1
bb,3337,234,7,1
dc,3337,132,7,1
bb,4951,226,7,1
dc,4951,189,7,1
bb,3753,248,7,1
dc,3753,140,7,1
bb,4499,250,7,1
dc,4499,172,7,1
bb,3921,231,7,1
dc,3921,140,7,1
bb,4097,194,7,1
dc,4097,155,7,1
bb,3338,211,7,1
dc,3338,128,7,1
bb,4729,230,7,1
dc,4729,178,7,1
bb,5424,323,7,1
dc,5424,258,7,1
bb,4288,162,7,1
dc,4288,168,7,1
bb,2949,227,7,1
dc,2949,122,7,1
bb,3156,190,7,1
dc,3156,120,7,1
bb,9379,466,8,1
dc,9379,522,8,1
bb,12489,568,8,1
dc,12489,720,8,1
bb,10060,443,8,1
dc,10060,398,8,1
bb,12048,557,8,1
dc,12048,588,8,1
bb,12981,578,8,1
dc,12981,565,8,1
bb,15504,643,8,1
dc,15504,636,8,1
bb,12924,591,8,1
dc,12924,600,8,1
bb,12456,588,8,1
dc,12456,524,8,1
bb,11811,558,8,1
dc,11811,838,8,1
bb,14420,804,8,1
dc,14420,776,8,1
bb,17626,917,8,1
dc,17626,1267,8,1
bb,13170,773,8,1
dc,13170,744,8,1
bb,16463,627,8,1
dc,16463,710,8,1
bb,13887,609,8,1
dc,13887,583,8,1
bb,12601,535,8,1
dc,12601,582,8,1
bb,13382,584,8,1
dc,13382,528,8,1
bb,19112,713,8,1
dc,19112,687,8,1
bb,12547,569,8,1
dc,12547,597,8,1
bb,12299,570,8,1
dc,12299,502,8,1
bb,16873,850,8,1
dc,16873,868,8,1
bb,13785,582,8,1
dc,13785,599,8,1
bb,13301,590,8,1
dc,13301,512,8,1
bb,13975,804,8,1
dc,13975,565,8,1
bb,9323,434,8,1
dc,9323,395,8,1
bb,13566,543,8,1
dc,13566,527,8,1
bb,12718,560,8,1
dc,12718,533,8,1
bb,11045,488,8,1
dc,11045,450,8,1
bb,11372,491,8,1
dc,11372,442,8,1
bb,15051,618,8,1
dc,15051,1175,8,1
bb,12544,547,8,1
dc,12544,675,8,1
bb,15328,756,8,1
dc,15328,800,8,1
bb,13222,602,8,1
dc,13222,537,8,1
bb,8235,384,8,1
dc,8235,347,8,1
bb,11199,613,8,1
dc,11199,574,8,1
bb,11551,556,8,1
dc,11551,651,8,1
bb,10922,516,8,1
dc,10922,550,8,1
bb,12805,616,8,1
dc,12805,529,8,1
bb,9602,368,8,1
dc,9602,356,8,1
bb,13041,620,8,1
dc,13041,559,8,1
bb,23184,926,8,1
dc,23184,1129,8,1
bb,12663,598,8,1
dc,12663,564,8,1
bb,13780,586,8,1
dc,13780,546,8,1
bb,10410,538,8,1
dc,10410,478,8,1
bb,17248,739,8,1
dc,17248,697,8,1
bb,18330,751,8,1
dc,18330,749,8,1
bb,12012,525,8,1
dc,12012,484,8,1
bb,14973,600,8,1
dc,14973,621,8,1
bb,17340,729,8,1
dc,17340,655,8,1
bb,13172,519,8,1
dc,13172,728,8,1
bb,12910,580,8,1
dc,12910,623,8,1
bb,10524,522,8,1
dc,10524,496,8,1
bb,18102,646,8,1
dc,18102,739,8,1
bb,13005,552,8,1
dc,13005,573,8,1
bb,17719,748,8,1
dc,17718,722,8,1
bb,20862,950,8,1
dc,20862,1214,8,1
bb,12929,578,8,1
dc,12929,567,8,1
bb,9860,424,8,1
dc,9860,446,8,1
bb,10528,509,8,1
dc,10528,461,8,1
bb,15885,635,8,1
dc,15885,613,8,1
bb,12299,614,8,1
dc,12299,529,8,1
bb,16000,680,8,1
dc,16000,616,8,1
bb,13445,541,8,1
dc,13445,520,8,1
bb,8346,364,8,1
dc,8346,332,8,1
bb,17465,701,8,1
dc,17465,721,8,1
bb,20239,856,8,1
dc,20239,774,8,1
bb,13113,618,8,1
dc,13113,555,8,1
bb,13606,607,8,1
dc,13606,521,8,1
bb,14456,644,8,1
dc,14456,693,8,1
bb,12437,586,8,1
dc,12437,528,8,1
bb,11990,589,8,1
dc,11990,535,8,1
bb,16463,667,8,1
dc,16463,644,8,1
bb,11612,525,8,1
dc,11612,572,8,1
bb,16140,708,8,1
dc,16140,884,8,1
bb,13818,593,8,1
dc,13818,613,8,1
bb,9123,382,8,1
dc,9123,422,8,1
bb,18025,690,8,1
dc,18025,709,8,1
bb,14489,571,8,1
dc,14489,644,8,1
bb,14035,583,8,1
dc,14035,664,8,1
bb,10772,530,8,1
dc,10772,483,8,1
bb,16894,712,8,1
dc,16894,765,8,1
bb,8468,383,8,1
dc,8468,328,8,1
bb,11224,538,8,1
dc,11224,474,8,1
bb,13452,673,8,1
dc,13452,695,8,1
bb,14677,599,8,1
dc,14677,593,8,1
bb,16222,664,8,1
dc,16222,596,8,1
bb,10598,514,8,1
dc,10598,590,8,1
bb,13648,734,8,1
dc,13648,652,8,1
bb,16695,662,8,1
dc,16695,805,8,1
bb,14824,669,8,1
dc,14824,713,8,1
bb,14195,654,8,1
dc,14195,660,8,1
bb,16006,681,8,1
dc,16006,633,8,1
bb,12168,514,8,1
dc,12168,561,8,1
bb,19013,756,8,1
dc,19013,785,8,1
bb,20210,788,8,1
dc,20210,848,8,1
bb,17773,700,8,1
dc,17773,675,8,1
bb,16693,715,8,1
dc,16693,661,8,1
bb,17245,694,8,1
dc,17245,815,8,1
bb,11336,569,8,1
dc,11336,527,8,1
bb,11305,589,8,1
dc,11305,516,8,1
bb,17672,728,8,1
dc,17672,1049,8,1
bb,11456,593,8,1
dc,11456,504,8,1
bb,13308,754,8,1
dc,13308,556,8,1
bb,16598,678,8,1
dc,16598,637,8,1
bb,15714,904,8,1
dc,15714,646,8,1
bb,15950,655,8,1
dc,15950,582,8,1
bb,15600,740,8,1
dc,15600,627,8,1
bb,13062,586,8,1
dc,13062,517,8,1
bb,12061,580,8,1
dc,12061,760,8,1
bb,15599,662,8,1
dc,15599,721,8,1
bb,18810,769,8,1
dc,18810,710,8,1
bb,16408,759,8,1
dc,16408,678,8,1
bb,13110,622,8,1
dc,13110,501,8,1
bb,11193,544,8,1
dc,11193,484,8,1
bb,15880,696,8,1
dc,15880,905,8,1
bb,13937,696,8,1
dc,13937,614,8,1
bb,12577,530,8,1
dc,12577,607,8,1
bb,16368,767,8,1
dc,16368,625,8,1
bb,15323,605,8,1
dc,15323,600,8,1
bb,17208,735,8,1
dc,17208,698,8,1
bb,11143,714,8,1
dc,11143,488,8,1
bb,13499,611,8,1
dc,13499,554,8,1
bb,13825,539,8,1
dc,13825,515,8,1
bb,20818,881,8,1
dc,20818,1045,8,1
bb,12916,577,8,1
dc,12916,735,8,1
bb,14158,591,8,1
dc,14158,618,8,1
bb,18026,713,8,1
dc,18026,819,8,1
bb,10235,446,8,1
dc,10235,391,8,1
bb,14382,619,8,1
dc,14382,601,8,1
bb,13127,540,8,1
dc,13127,554,8,1
bb,17257,753,8,1
dc,17257,722,8,1
bb,15732,624,8,1
dc,15732,672,8,1
bb,14385,645,8,1
dc,14385,706,8,1
bb,14298,593,8,1
dc,14298,845,8,1
bb,12201,569,8,1
dc,12201,722,8,1
bb,16672,707,8,1
dc,16672,741,8,1
bb,16927,708,8,1
dc,16927,763,8,1
bb,7623,382,8,1
dc,7623,312,8,1
bb,11846,465,8,1
dc,11846,436,8,1
bb,13557,679,8,1
dc,13557,632,8,1
bb,14677,633,8,1
dc,14677,648,8,1
bb,16247,811,8,1
dc,16247,583,8,1
bb,12451,522,8,1
dc,12451,492,8,1
bb,15330,655,8,1
dc,15330,672,8,1
bb,12892,585,8,1
dc,12892,543,8,1
bb,14800,668,8,1
dc,14800,767,8,1
bb,16461,716,8,1
dc,16461,685,8,1
bb,15271,664,8,1
dc,15271,679,8,1
bb,13461,655,8,1
dc,13461,558,8,1
bb,16705,614,8,1
dc,16705,758,8,1
bb,14727,673,8,1
dc,14727,648,8,1
bb,13895,759,8,1
dc,13895,733,8,1
bb,14842,700,8,1
dc,14842,637,8,1
bb,15014,626,8,1
dc,15014,631,8,1
bb,17097,693,8,1
dc,17097,719,8,1
bb,14939,573,8,1
dc,14939,553,8,1
bb,10497,507,8,1
dc,10497,480,8,1
bb,13373,733,8,1
dc,13373,973,8,1
bb,9848,400,8,1
dc,9848,365,8,1
bb,11613,579,8,1
dc,11613,514,8,1
bb,13279,594,8,1
dc,13279,532,8,1
bb,15826,650,8,1
dc,15826,628,8,1
bb,11612,895,8,1
dc,11612,542,8,1
bb,12718,553,8,1
dc,12718,503,8,1
bb,16859,741,8,1
dc,16859,716,8,1
bb,14157,638,8,1
dc,14157,839,8,1
bb,17850,900,8,1
dc,17850,906,8,1
bb,15032,656,8,1
dc,15032,810,8,1
bb,13953,578,8,1
dc,13953,557,8,1
bb,15212,664,8,1
dc,15212,551,8,1
bb,11705,616,8,1
dc,11705,505,8,1
bb,12227,598,8,1
dc,12227,1159,8,1
bb,14097,779,8,1
dc,14097,759,8,1
bb,14438,602,8,1
dc,14438,591,8,1
bb,16863,628,8,1
dc,16863,889,8,1
bb,17697,804,8,1
dc,17697,838,8,1
bb,16366,765,8,1
dc,16366,872,8,1
bb,11727,517,8,1
dc,11727,489,8,1
bb,17765,771,8,1
dc,17765,737,8,1
bb,18716,683,8,1
dc,18716,718,8,1
bb,16253,686,8,1
dc,16253,708,8,1
bb,13173,632,8,1
dc,13173,530,8,1
bb,11386,527,8,1
dc,11386,484,8,1
bb,14311,565,8,1
dc,14311,545,8,1
bb,9816,446,8,1
dc,9816,376,8,1
bb,11900,701,8,1
dc,11900,679,8,1
bb,16815,670,8,1
dc,16815,687,8,1
bb,16077,749,8,1
dc,16077,630,8,1
bb,17380,698,8,1
dc,17380,672,8,1
bb,10631,546,8,1
dc,10631,498,8,1
bb,9174,384,8,1
dc,9174,328,8,1
bb,17281,691,8,1
dc,17281,815,8,1
bb,11591,573,8,1
dc,11591,698,8,1
bb,16322,814,8,1
dc,16322,664,8,1
bb,10460,498,8,1
dc,10460,452,8,1
bb,13909,560,8,1
dc,13909,716,8,1
bb,17328,706,8,1
dc,17328,800,8,1
bb,13616,631,8,1
dc,13616,630,8,1
bb,14282,645,8,1
dc,14282,557,8,1
bb,8474,380,8,1
dc,8474,333,8,1
bb,13731,554,8,1
dc,13731,546,8,1
bb,10101,416,8,1
dc,10101,426,8,1
bb,19993,750,8,1
dc,19993,1109,8,1
bb,16175,662,8,1
dc,16175,603,8,1
bb,16020,713,8,1
dc,16020,641,8,1
bb,15649,685,8,1
dc,15649,611,8,1
bb,15930,784,8,1
dc,15930,783,8,1
bb,13995,572,8,1
dc,13995,550,8,1
bb,11585,553,8,1
dc,11585,527,8,1
bb,15182,587,8,1
dc,15182,619,8,1
bb,11880,703,8,1
dc,11880,525,8,1
bb,8097,338,8,1
dc,8097,409,8,1
bb,15558,598,8,1
dc,15558,737,8,1
bb,13687,528,8,1
dc,13687,525,8,1
bb,11979,517,8,1
dc,11979,495,8,1
bb,10588,629,8,1
dc,10588,586,8,1
bb,15363,655,8,1
dc,15363,601,8,1
bb,12827,487,8,1
dc,12827,727,8,1
bb,15290,696,8,1
dc,15290,758,8,1
bb,6425,348,8,1
dc,6425,285,8,1
bb,14094,588,8,1
dc,14094,581,8,1
bb,18892,722,8,1
dc,18892,881,8,1
bb,14390,603,8,1
dc,14390,598,8,1
bb,12074,588,8,1
dc,12074,602,8,1
bb,11919,558,8,1
dc,11919,474,8,1
bb,13461,639,8,1
dc,13461,560,8,1
bb,14078,634,8,1
dc,14078,568,8,1
bb,13596,609,8,1
dc,13596,545,8,1
bb,15704,836,8,1
dc,15704,757,8,1
bb,16209,619,8,1
dc,16209,593,8,1
bb,17158,857,8,1
dc,17158,713,8,1
bb,12218,624,8,1
dc,12218,541,8,1
bb,17517,837,8,1
dc,17517,678,8,1
bb,12441,550,8,1
dc,12441,479,8,1
bb,16788,740,8,1
dc,16788,804,8,1
bb,14076,558,8,1
dc,14076,515,8,1
bb,14439,594,8,1
dc,14439,717,8,1
bb,10423,499,8,1
dc,10423,822,8,1
bb,17722,718,8,1
dc,17722,827,8,1
bb,13600,569,8,1
dc,13600,518,8,1
bb,11464,541,8,1
dc,11464,464,8,1
bb,13269,613,8,1
dc,13269,551,8,1
bb,14939,638,8,1
dc,14939,576,8,1
bb,15013,686,8,1
dc,15013,556,8,1
bb,11454,545,8,1
dc,11454,476,8,1
bb,11178,553,8,1
dc,11178,532,8,1
bb,14274,569,8,1
dc,14274,536,8,1
bb,14558,649,8,1
dc,14558,568,8,1
bb,20727,853,8,1
dc,20727,870,8,1
bb,19829,750,8,1
dc,19829,827,8,1
bb,20267,762,8,1
dc,20267,719,8,1
bb,15370,713,8,1
dc,15370,623,8,1
bb,17855,769,8,1
dc,17855,705,8,1
bb,13043,713,8,1
dc,13043,607,8,1
bb,10261,417,8,1
dc,10261,374,8,1
bb,12491,554,8,1
dc,12491,570,8,1
bb,14807,650,8,1
dc,14807,620,8,1
bb,14710,650,8,1
dc,14710,582,8,1
bb,14695,577,8,1
dc,14695,559,8,1
bb,9207,399,8,1
dc,9207,356,8,1
bb,15265,568,8,1
dc,15265,598,8,1
bb,13168,622,8,1
dc,13168,556,8,1
bb,12785,580,8,1
dc,12785,533,8,1
bb,13193,517,8,1
dc,13193,497,8,1
bb,14971,655,8,1
dc,14971,622,8,1
bb,11760,537,8,1
dc,11760,473,8,1
bb,12401,569,8,1
dc,12401,632,8,1
bb,13560,601,8,1
dc,13560,847,8,1
bb,12548,620,8,1
dc,12548,515,8,1
bb,15359,637,8,1
dc,15359,617,8,1
bb,15669,665,8,1
dc,15669,618,8,1
bb,13014,630,8,1
dc,13014,564,8,1
bb,14418,677,8,1
dc,14418,664,8,1
bb,16223,673,8,1
dc,16223,804,8,1
bb,13464,579,8,1
dc,13464,524,8,1
bb,12397,555,8,1
dc,12397,535,8,1
bb,15432,598,8,1
dc,15432,552,8,1
bb,12278,516,8,1
dc,12278,500,8,1
bb,14796,670,8,1
dc,14796,610,8,1
bb,16003,633,8,1
dc,16003,558,8,1
bb,12519,620,8,1
dc,12519,524,8,1
bb,17652,668,8,1
dc,17652,716,8,1
bb,14633,589,8,1
dc,14633,558,8,1
bb,14199,591,8,1
dc,14199,546,8,1
bb,17505,685,8,1
dc,17505,842,8,1
bb,11796,527,8,1
dc,11796,477,8,1
bb,13122,608,8,1
dc,13122,516,8,1
bb,12466,676,8,1
dc,12466,586,8,1
bb,11108,559,8,1
dc,11108,506,8,1
bb,10007,406,8,1
dc,10007,378,8,1
bb,15136,584,8,1
dc,15136,619,8,1
bb,11759,536,8,1
dc,11759,496,8,1
bb,12363,594,8,1
dc,12363,541,8,1
bb,15936,871,8,1
dc,15936,632,8,1
bb,16622,756,8,1
dc,16622,772,8,1
bb,11584,599,8,1
dc,11584,558,8,1
bb,17002,763,8,1
dc,17002,829,8,1
bb,15142,671,8,1
dc,15142,847,8,1
bb,10087,448,8,1
dc,10087,393,8,1
bb,20141,930,8,1
dc,20141,981,8,1
bb,12796,559,8,1
dc,12796,536,8,1
bb,50398,2554,9,1
dc,50398,4186,9,1
bb,54082,4280,9,1
dc,54082,4203,9,1
bb,64561,2904,9,1
dc,64561,4649,9,1
bb,40645,1825,9,1
dc,40645,2199,9,1
bb,48523,3019,9,1
dc,48523,3055,9,1
bb,43644,3420,9,1
dc,43645,2643,9,1
bb,51442,2534,9,1
dc,51442,3249,9,1
bb,75717,5058,9,1
dc,75717,5026,9,1
bb,44636,2668,9,1
dc,44636,2512,9,1
bb,53062,3103,9,1
dc,53062,3244,9,1
bb,53131,3335,9,1
dc,53131,3323,9,1
bb,63091,3681,9,1
dc,63091,3241,9,1
bb,60365,2774,9,1
dc,60365,3947,9,1
bb,80014,3197,9,1
dc,80014,5023,9,1
bb,55302,2901,9,1
dc,55302,3274,9,1
bb,50679,2878,9,1
dc,50679,2294,9,1
bb,44172,2056,9,1
dc,44172,2395,9,1
bb,58882,2549,9,1
dc,58882,3030,9,1
bb,55200,2284,9,1
dc,55200,3462,9,1
bb,56219,2296,9,1
dc,56219,2430,9,1
bb,43190,2601,9,1
dc,43190,2038,9,1
bb,54839,2596,9,1
dc,54839,2784,9,1
bb,60162,3234,9,1
dc,60162,2649,9,1
bb,58423,2362,9,1
dc,58423,5361,9,1
bb,47637,6312,9,1
dc,47637,2341,9,1
bb,57903,4074,9,1
dc,57903,2912,9,1
bb,67029,2931,9,1
dc,67029,3996,9,1
bb,64288,3765,9,1
dc,64288,3792,9,1
bb,34172,1634,9,1
dc,34172,1558,9,1
bb,61858,2839,9,1
dc,61858,3863,9,1
bb,33759,1401,9,1
dc,33759,1926,9,1
bb,49053,2314,9,1
dc,49053,2308,9,1
bb,46862,2242,9,1
dc,46862,2995,9,1
bb,64468,2910,9,1
dc,64468,4043,9,1
bb,54324,2478,9,1
dc,54324,3432,9,1
bb,49684,3024,9,1
dc,49684,3520,9,1
bb,46695,2235,9,1
dc,46695,2729,9,1
bb,60420,2320,9,1
dc,60420,3136,9,1
bb,56314,2576,9,1
dc,56314,3064,9,1
bb,52760,2667,9,1
dc,52760,3579,9,1
bb,40687,2103,9,1
dc,40687,2141,9,1
bb,52791,2367,9,1
dc,52791,3365,9,1
bb,40626,1637,9,1
dc,40626,2566,9,1
bb,58374,3015,9,1
dc,58374,3432,9,1
bb,62365,2983,9,1
dc,62365,3567,9,1
bb,43742,2463,9,1
dc,43742,3338,9,1
bb,53385,2380,9,1
dc,53385,2640,9,1
bb,72586,3585,9,1
dc,72586,3186,9,1
bb,51195,3394,9,1
dc,51195,2375,9,1
bb,66820,2975,9,1
dc,66820,4121,9,1
bb,49462,2833,9,1
dc,49462,3361,9,1
bb,52200,2414,9,1
dc,52200,2338,9,1
bb,61617,2806,9,1
dc,61617,3476,9,1
bb,65040,2930,9,1
dc,65040,3423,9,1
bb,44808,2743,9,1
dc,44808,2776,9,1
bb,72620,3606,9,1
dc,72620,4148,9,1
bb,49390,3028,9,1
dc,49390,2468,9,1
bb,62855,3034,9,1
dc,62855,3363,9,1
bb,51305,2414,9,1
dc,51305,2622,9,1
bb,52904,2987,9,1
dc,52904,3733,9,1
bb,53019,2828,9,1
dc,53019,3867,9,1
bb,63921,3105,9,1
dc,63921,3607,9,1
bb,59712,3629,9,1
dc,59712,2871,9,1
bb,35510,1561,9,1
dc,35510,1646,9,1
bb,61095,3197,9,1
dc,61095,2881,9,1
bb,39539,1914,9,1
dc,39539,2008,9,1
bb,48375,2915,9,1
dc,48375,3084,9,1
bb,52349,2933,9,1
dc,52349,2345,9,1
bb,47934,2363,9,1
dc,47934,3437,9,1
bb,50807,2460,9,1
dc,50807,3144,9,1
bb,59700,2612,9,1
dc,59700,3901,9,1
bb,51275,2552,9,1
dc,51275,3632,9,1
bb,72791,2725,9,1
dc,72791,3186,9,1
bb,65008,3089,9,1
dc,65008,3107,9,1
bb,43222,2514,9,1
dc,43222,3146,9,1
bb,37745,2125,9,1
dc,37745,3294,9,1
bb,41109,2471,9,1
dc,41109,3246,9,1
bb,42151,3152,9,1
dc,42151,3237,9,1
bb,49372,2851,9,1
dc,49372,3518,9,1
bb,57460,2802,9,1
dc,57460,2986,9,1
bb,53373,2314,9,1
dc,53373,2892,9,1
bb,68120,3220,9,1
dc,68120,4659,9,1
bb,53535,3122,9,1
dc,53535,2633,9,1
bb,53295,2482,9,1
dc,53295,2764,9,1
bb,42950,3682,9,1
dc,42950,2583,9,1
bb,51362,2692,9,1
dc,51362,3574,9,1
bb,49195,3643,9,1
dc,49195,3913,9,1
bb,53927,2231,9,1
dc,53927,2429,9,1
bb,47534,2511,9,1
dc,47534,3292,9,1
bb,31894,1552,9,1
dc,31894,1780,9,1
bb,43813,2262,9,1
dc,43813,2932,9,1
bb,62958,2463,9,1
dc,62958,3602,9,1
bb,53838,3202,9,1
dc,53838,3459,9,1
bb,44684,2004,9,1
dc,44684,2441,9,1
bb,48743,2100,9,1
dc,48743,2856,9,1
bb,61478,2527,9,1
dc,61478,2946,9,1
bb,65508,2940,9,1
dc,65508,2774,9,1
bb,50135,2505,9,1
dc,50135,2746,9,1
bb,64326,3224,9,1
dc,64326,3321,9,1
bb,41505,1802,9,1
dc,41505,1741,9,1
bb,45020,2307,9,1
dc,45020,2242,9,1
bb,58486,2588,9,1
dc,58486,3338,9,1
bb,43212,2252,9,1
dc,43212,4461,9,1
bb,45570,2929,9,1
dc,45570,2415,9,1
bb,64074,3266,9,1
dc,64074,2750,9,1
bb,56302,2614,9,1
dc,56302,3717,9,1
