alg,num_kmers,time,k,omega
dc,193663,28723,10,1
bb,142226,11493,10,1
dc,142226,12084,10,1
bb,269945,20815,10,1
dc,269945,30027,10,1
bb,173257,13512,10,1
dc,173257,17014,10,1
bb,197957,17355,10,1
dc,197957,19920,10,1
bb,154027,7144,10,1
dc,154027,11073,10,1
bb,159384,10700,10,1
dc,159384,12643,10,1
bb,240513,13861,10,1
dc,240513,20508,10,1
bb,198250,16365,10,1
dc,198250,17572,10,1
bb,196678,10891,10,1
dc,196678,18489,10,1
bb,239015,17684,10,1
dc,239015,28269,10,1
bb,179666,25018,10,1
dc,179666,34720,10,1
bb,201288,32451,10,1
dc,201288,36008,10,1
bb,215245,21630,10,1
dc,215245,29431,10,1
bb,162559,7749,10,1
dc,162559,10344,10,1
bb,226424,16140,10,1
dc,226424,19666,10,1
bb,158673,8186,10,1
dc,158673,10360,10,1
bb,159444,10089,10,1
dc,159444,16660,10,1
bb,190429,23533,10,1
dc,190429,37487,10,1
bb,172478,18099,10,1
dc,172478,24103,10,1
bb,309977,30345,10,1
dc,309977,43605,10,1
bb,209198,16101,10,1
dc,209198,20441,10,1
bb,194640,13825,10,1
dc,194640,21828,10,1
bb,160897,10239,10,1
dc,160897,14151,10,1
bb,172490,9478,10,1
dc,172490,15804,10,1
bb,227553,16052,10,1
dc,227553,23030,10,1
bb,123273,10696,10,1
dc,123273,16275,10,1
bb,167762,9955,10,1
dc,167762,15169,10,1
bb,176213,22945,10,1
dc,176213,19247,10,1
bb,204131,15089,10,1
dc,204131,18786,10,1
bb,201894,16896,10,1
dc,201894,18560,10,1
bb,160759,8949,10,1
dc,160759,12814,10,1
bb,187536,17240,10,1
dc,187536,19881,10,1
bb,189180,12549,10,1
dc,189180,17674,10,1
bb,217921,11884,10,1
dc,217921,17470,10,1
bb,178410,13572,10,1
dc,178410,20176,10,1
bb,191855,11904,10,1
dc,191855,17016,10,1
bb,188879,18276,10,1
dc,188879,30155,10,1
bb,152056,7583,10,1
dc,152056,10978,10,1
bb,254813,21244,10,1
dc,254813,26994,10,1
bb,126163,7680,10,1
dc,126163,8524,10,1
bb,138619,6448,10,1
dc,138619,8543,10,1
bb,127111,7630,10,1
dc,127111,8387,10,1
bb,180857,20662,10,1
dc,180857,19952,10,1
bb,199145,13984,10,1
dc,199145,17041,10,1
bb,175297,15599,10,1
dc,175297,19369,10,1
bb,188434,15765,10,1
dc,188434,24842,10,1
bb,209929,16342,10,1
dc,209929,26195,10,1
bb,187540,15344,10,1
dc,187540,18772,10,1
bb,208642,20855,10,1
dc,208642,21158,10,1
bb,145532,10645,10,1
dc,145532,13183,10,1
bb,172805,12083,10,1
dc,172805,15234,10,1
bb,180484,18421,10,1
dc,180484,19952,10,1
bb,168094,9893,10,1
dc,168094,11765,10,1
bb,184730,15022,10,1
dc,184730,16313,10,1
bb,211612,15857,10,1
dc,211612,22437,10,1
bb,152948,8629,10,1
dc,152948,10291,10,1
bb,281996,22191,10,1
dc,281996,24048,10,1
bb,166252,9014,10,1
dc,166252,11634,10,1
bb,173278,16435,10,1
dc,173278,16115,10,1
bb,194188,16906,10,1
dc,194188,21291,10,1
bb,220928,16959,10,1
dc,220928,26443,10,1
bb,187099,13357,10,1
dc,187099,20029,10,1
bb,226603,15604,10,1
dc,226603,22096,10,1
bb,152785,7903,10,1
dc,152785,10644,10,1
bb,155004,10813,10,1
dc,155004,12155,10,1
bb,221385,18675,10,1
dc,221385,31455,10,1
bb,137969,7088,10,1
dc,137969,10337,10,1
bb,131227,6842,10,1
dc,131227,8492,10,1
bb,146265,9966,10,1
dc,146265,11447,10,1
bb,142447,7769,10,1
dc,142447,10612,10,1
bb,194876,16405,10,1
dc,194876,19578,10,1
bb,214637,16390,10,1
dc,214637,19948,10,1
bb,186248,14333,10,1
dc,186248,17831,10,1
bb,196161,9435,10,1
dc,196161,16419,10,1
bb,144428,9506,10,1
dc,144428,11521,10,1
bb,171166,9392,10,1
dc,171166,12633,10,1
bb,183161,15552,10,1
dc,183161,22564,10,1
bb,149376,8163,10,1
dc,149376,11048,10,1
bb,173277,11196,10,1
dc,173277,17161,10,1
bb,726746,97458,11,1
dc,726746,154706,11,1
bb,727030,241900,11,1
dc,727030,173259,11,1
bb,645509,69725,11,1
dc,645509,102280,11,1
bb,799807,83177,11,1
dc,799807,133797,11,1
bb,563315,53208,11,1
dc,563315,83364,11,1
bb,915977,92790,11,1
dc,915977,152632,11,1
bb,584257,54908,11,1
dc,584257,83081,11,1
bb,555046,58822,11,1
dc,555046,84988,11,1
bb,509935,54133,11,1
dc,509935,88613,11,1
bb,857979,97657,11,1
dc,857979,161860,11,1
bb,605255,62614,11,1
dc,605255,83226,11,1
bb,572874,52820,11,1
dc,572874,81053,11,1
bb,647227,64778,11,1
dc,647227,101489,11,1
bb,845384,103826,11,1
dc,845384,158130,11,1
bb,369219,40682,11,1
dc,369219,64142,11,1
bb,544266,72290,11,1
dc,544266,88906,11,1
bb,639626,67221,11,1
dc,639626,94408,11,1
bb,630981,40408,11,1
dc,630981,81244,11,1
bb,728649,93435,11,1
dc,728649,148807,11,1
bb,670580,54331,11,1
dc,670580,99398,11,1
bb,623414,60674,11,1
dc,623414,78474,11,1
bb,732987,112079,11,1
dc,732987,179599,11,1
bb,702429,69162,11,1
dc,702429,102778,11,1
bb,694571,132605,11,1
dc,694571,151964,11,1
bb,671440,55338,11,1
dc,671440,121934,11,1
bb,838263,91286,11,1
dc,838263,157959,11,1
bb,578893,61945,11,1
dc,578893,101148,11,1
bb,529105,79330,11,1
dc,529105,126429,11,1
bb,596325,47903,11,1
dc,596325,84442,11,1
bb,786884,117706,11,1
dc,786884,175526,11,1
bb,682510,68746,11,1
dc,682510,107761,11,1
bb,668279,53316,11,1
dc,668279,94488,11,1
bb,749101,84302,11,1
dc,749101,161506,11,1
bb,452288,43920,11,1
dc,452288,64658,11,1
bb,503845,36977,11,1
dc,503845,69361,11,1
bb,712142,62774,11,1
dc,712142,108698,11,1
bb,894443,78058,11,1
dc,894443,125755,11,1
bb,894005,79850,11,1
dc,894005,128450,11,1
bb,817898,104072,11,1
dc,817898,162954,11,1
bb,747474,82914,11,1
dc,747474,172891,11,1
bb,835022,104521,11,1
dc,835022,175471,11,1
bb,915541,118651,11,1
dc,915541,173830,11,1
bb,737722,94142,11,1
dc,737722,134870,11,1
bb,580266,67942,11,1
dc,580266,96998,11,1
bb,589444,64752,11,1
dc,589444,108504,11,1
bb,847579,93247,11,1
dc,847579,141275,11,1
bb,631889,53613,11,1
dc,631889,87622,11,1
bb,868194,91792,11,1
dc,868194,163477,11,1
bb,465977,53091,11,1
dc,465977,73995,11,1
bb,780335,100084,11,1
dc,780335,152678,11,1
bb,670525,66079,11,1
dc,670525,99587,11,1
bb,927966,89905,11,1
dc,927966,139963,11,1
bb,743402,74295,11,1
dc,743402,138628,11,1
bb,987294,75972,11,1
dc,987294,134384,11,1
bb,483516,50937,11,1
dc,483516,67830,11,1
bb,496003,66742,11,1
dc,496003,80132,11,1
bb,662665,67073,11,1
dc,662665,87454,11,1
bb,828375,95927,11,1
dc,828375,160497,11,1
bb,612065,65040,11,1
dc,612065,88905,11,1
bb,645799,53262,11,1
dc,645799,82350,11,1
bb,799781,102397,11,1
dc,799781,135863,11,1
bb,724551,83623,11,1
dc,724551,147464,11,1
bb,589614,59110,11,1
dc,589614,83618,11,1
bb,654495,70032,11,1
dc,654495,108274,11,1
bb,648159,58566,11,1
dc,648159,81408,11,1
bb,686780,57821,11,1
dc,686779,82976,11,1
bb,713794,83392,11,1
dc,713794,137879,11,1
bb,830793,110037,11,1
dc,830793,162730,11,1
bb,676259,58843,11,1
dc,676259,92177,11,1
bb,857277,101191,11,1
dc,857277,156393,11,1
bb,656957,67728,11,1
dc,656957,126575,11,1
bb,862083,115047,11,1
dc,862083,170625,11,1
bb,476139,47156,11,1
dc,476139,79531,11,1
bb,595691,65058,11,1
dc,595691,100441,11,1
bb,651365,61897,11,1
dc,651365,99937,11,1
bb,848558,114702,11,1
dc,848558,159348,11,1
bb,555862,57564,11,1
dc,555862,92826,11,1
bb,780215,111478,11,1
dc,780215,159530,11,1
bb,513708,58567,11,1
dc,513708,87008,11,1
bb,760813,83509,11,1
dc,760813,149460,11,1
bb,1059828,102492,11,1
dc,1059828,173035,11,1
bb,1075946,121353,11,1
dc,1075946,190603,11,1
bb,516058,48685,11,1
dc,516058,74897,11,1
bb,604665,66085,11,1
dc,604665,89349,11,1
bb,691350,54297,11,1
dc,691350,89193,11,1
bb,435855,49989,11,1
dc,435855,72732,11,1
bb,401326,55816,11,1
dc,401326,68510,11,1
bb,935515,120145,11,1
dc,935515,183251,11,1
bb,659207,65992,11,1
dc,659207,104402,11,1
bb,803588,104325,11,1
dc,803588,156131,11,1
bb,622869,57420,11,1
dc,622869,105064,11,1
bb,584734,57264,11,1
dc,584735,83096,11,1
bb,846486,105758,11,1
dc,846486,144617,11,1
bb,676196,65418,11,1
dc,676196,106191,11,1
bb,881286,112489,11,1
dc,881286,161571,11,1
bb,697273,69237,11,1
dc,697273,118074,11,1
bb,733017,75170,11,1
dc,733017,130914,11,1
bb,926065,88824,11,1
dc,926065,153094,11,1
bb,617631,60416,11,1
dc,617631,85204,11,1
bb,872136,114990,11,1
dc,872136,148067,11,1
bb,491913,43531,11,1
dc,491913,69983,11,1
bb,717635,91540,11,1
dc,717635,134378,11,1
bb,917687,101974,11,1
dc,917687,130303,11,1
bb,633765,67536,11,1
dc,633765,91103,11,1
bb,670888,56681,11,1
dc,670888,102624,11,1
bb,754263,89956,11,1
dc,754263,139985,11,1
bb,580758,46557,11,1
dc,580758,79674,11,1
bb,562782,58613,11,1
dc,562782,91757,11,1
bb,555311,55226,11,1
dc,555311,70745,11,1
bb,638288,54357,11,1
dc,638288,86501,11,1
bb,549642,48200,11,1
dc,549643,79478,11,1
bb,605460,58863,11,1
dc,605460,95205,11,1
bb,778621,97756,11,1
dc,778621,145195,11,1
bb,773653,105828,11,1
dc,773653,148398,11,1
bb,603970,56166,11,1
dc,603970,104361,11,1
bb,513775,47724,11,1
dc,513775,89385,11,1
bb,733637,82152,11,1
dc,733637,151979,11,1
bb,496257,37441,11,1
dc,496257,56291,11,1
bb,786377,80166,11,1
dc,786377,144691,11,1
bb,890919,94448,11,1
dc,890919,174812,11,1
bb,639309,66026,11,1
dc,639309,112831,11,1
bb,724796,100072,11,1
dc,724796,207314,11,1
bb,616652,53963,11,1
dc,616652,85341,11,1
bb,649452,68110,11,1
dc,649452,115601,11,1
bb,534378,63726,11,1
dc,534378,103128,11,1
bb,826307,112095,11,1
dc,826307,156800,11,1
bb,454099,60371,11,1
dc,454099,94430,11,1
bb,922140,137763,11,1
dc,922140,202920,11,1
bb,546214,52654,11,1
dc,546214,81018,11,1
bb,924891,100386,11,1
dc,924891,154418,11,1
bb,724414,108730,11,1
dc,724414,154626,11,1
bb,489112,41130,11,1
dc,489112,66152,11,1
bb,841080,109836,11,1
dc,841080,175989,11,1
bb,1003417,116361,11,1
dc,1003417,194342,11,1
bb,663939,65252,11,1
dc,663939,109839,11,1
bb,797730,83294,11,1
dc,797730,167249,11,1
bb,900160,84672,11,1
dc,900160,168243,11,1
bb,772766,109737,11,1
dc,772766,153873,11,1
bb,477412,55060,11,1
dc,477413,79821,11,1
bb,810744,114295,11,1
dc,810744,172237,11,1
bb,787850,99605,11,1
dc,787850,151458,11,1
bb,575670,52058,11,1
dc,575670,91330,11,1
bb,778010,100450,11,1
dc,778010,165172,11,1
bb,970930,93691,11,1
dc,970930,154112,11,1
bb,880530,106454,11,1
dc,880530,167382,11,1
bb,740801,68488,11,1
dc,740801,138410,11,1
bb,551749,59488,11,1
dc,551749,79326,11,1
bb,676825,73247,11,1
dc,676825,114372,11,1
bb,645180,44023,11,1
dc,645180,84230,11,1
bb,568350,50118,11,1
dc,568350,78496,11,1
bb,688414,68006,11,1
dc,688414,111714,11,1
bb,412362,56116,11,1
dc,412362,82474,11,1
bb,892644,77083,11,1
dc,892644,166693,11,1
bb,481793,67727,11,1
dc,481793,82676,11,1
bb,813361,82353,11,1
dc,813362,129401,11,1
bb,581408,52711,11,1
dc,581408,87995,11,1
bb,738322,84809,11,1
dc,738322,152186,11,1
bb,731856,99504,11,1
dc,731856,140048,11,1
bb,738219,119000,11,1
dc,738219,150322,11,1
bb,629372,57687,11,1
dc,629372,91141,11,1
bb,808190,75484,11,1
dc,808190,136088,11,1
bb,703794,68127,11,1
dc,703794,97690,11,1
bb,691382,71469,11,1
dc,691382,101732,11,1
bb,753267,86428,11,1
dc,753267,143080,11,1
bb,586958,38300,11,1
dc,586958,79832,11,1
bb,434616,50693,11,1
dc,434616,78892,11,1
bb,794384,98541,11,1
dc,794384,162993,11,1
bb,661706,77820,11,1
dc,661706,115968,11,1
bb,613060,53962,11,1
dc,613060,98616,11,1
bb,540584,69955,11,1
dc,540584,90647,11,1
bb,831105,96528,11,1
dc,831105,166664,11,1
bb,750129,91433,11,1
dc,750129,154161,11,1
bb,679284,88303,11,1
dc,679284,125000,11,1
bb,590232,56188,11,1
dc,590232,96508,11,1
bb,711994,64770,11,1
dc,711994,122822,11,1
bb,782170,96738,11,1
dc,782170,145217,11,1
bb,932963,117348,11,1
dc,932963,174535,11,1
bb,787283,107216,11,1
dc,787283,168584,11,1
bb,564211,73902,11,1
dc,564211,100085,11,1
bb,940036,106415,11,1
dc,940036,164641,11,1
bb,494058,50829,11,1
dc,494058,81595,11,1
bb,639971,58663,11,1
dc,639971,96138,11,1
bb,708359,54460,11,1
dc,708359,104318,11,1
bb,809976,84924,11,1
dc,809976,154033,11,1
bb,728962,101618,11,1
dc,728962,133064,11,1
bb,589794,66581,11,1
dc,589794,102141,11,1
bb,749677,90341,11,1
dc,749677,145042,11,1
bb,617040,62495,11,1
dc,617040,100629,11,1
bb,745073,105916,11,1
dc,745073,152190,11,1
bb,711721,67008,11,1
dc,711721,102451,11,1
bb,783627,77164,11,1
dc,783627,132545,11,1
bb,721014,110531,11,1
dc,721014,158609,11,1
bb,723541,72997,11,1
dc,723541,150698,11,1
bb,882678,84718,11,1
dc,882678,154210,11,1
bb,629180,52543,11,1
dc,629180,93085,11,1
bb,607185,49714,11,1
dc,607185,97186,11,1
bb,762629,102644,11,1
dc,762629,163539,11,1
bb,1006255,114696,11,1
dc,1006255,174793,11,1
bb,872011,121706,11,1
dc,872011,189794,11,1
bb,576172,61477,11,1
dc,576172,95114,11,1
bb,608190,47246,11,1
dc,608190,86879,11,1
bb,751677,124371,11,1
dc,751677,165822,11,1
bb,612252,74328,11,1
dc,612252,119551,11,1
bb,690811,73005,11,1
dc,690811,109336,11,1
bb,983512,107725,11,1
dc,983512,209047,11,1
bb,434987,66456,11,1
dc,434987,62891,11,1
bb,581856,108542,11,1
dc,581856,149841,11,1
bb,912699,163374,11,1
dc,912699,215122,11,1
bb,904444,106367,11,1
dc,904444,162782,11,1
bb,801452,83956,11,1
dc,801452,172257,11,1
bb,835692,98168,11,1
dc,835691,185006,11,1
bb,645740,58883,11,1
dc,645740,94373,11,1
bb,1069987,103567,11,1
dc,1069987,180179,11,1
bb,897486,168224,11,1
dc,897486,176306,11,1
bb,565111,92308,11,1
dc,565111,141142,11,1
bb,604803,85351,11,1
dc,604803,173697,11,1
bb,686585,91553,11,1
dc,686585,123750,11,1
bb,652743,63865,11,1
dc,652743,97255,11,1
bb,672798,103261,11,1
dc,672798,150290,11,1
bb,536924,75878,11,1
dc,536924,134809,11,1
bb,717671,131553,11,1
dc,717671,182286,11,1
bb,640216,62964,11,1
dc,640216,118768,11,1
bb,760717,168917,11,1
dc,760717,228148,11,1
bb,673462,100365,11,1
dc,673462,149433,11,1
bb,573687,58610,11,1
dc,573687,135662,11,1
bb,712076,86079,11,1
dc,712076,178681,11,1
bb,880126,115024,11,1
dc,880126,161094,11,1
bb,686005,92253,11,1
dc,686005,134508,11,1
bb,588234,80448,11,1
dc,588234,170872,11,1
bb,809651,161389,11,1
dc,809651,234713,11,1
bb,642899,75566,11,1
dc,642899,118431,11,1
bb,696975,74872,11,1
dc,696975,156040,11,1
bb,400978,55511,11,1
dc,400978,118774,11,1
bb,480201,64074,11,1
dc,480201,90069,11,1
bb,882244,176100,11,1
dc,882244,248657,11,1
bb,872874,137296,11,1
dc,872874,204145,11,1
bb,621927,89575,11,1
dc,621927,208712,11,1
bb,395608,76628,11,1
dc,395608,104074,11,1
bb,600406,69773,11,1
dc,600406,141512,11,1
bb,790774,194814,11,1
dc,790774,215848,11,1
bb,411362,67846,11,1
dc,411361,127886,11,1
bb,751332,149640,11,1
dc,751332,204833,11,1
bb,691311,63513,11,1
dc,691311,93645,11,1
bb,653250,70022,11,1
dc,653250,126262,11,1
bb,998680,95859,11,1
dc,998680,178958,11,1
bb,447874,56553,11,1
dc,447874,89648,11,1
bb,821147,107009,11,1
dc,821147,179705,11,1
bb,658303,36026,11,1
dc,658303,98492,11,1
bb,881897,157869,11,1
dc,881897,224035,11,1
bb,798159,121022,11,1
dc,798159,207218,11,1
bb,624808,82402,11,1
dc,624808,152935,11,1
bb,497068,78432,11,1
dc,497068,109958,11,1
bb,794693,131534,11,1
dc,794693,189330,11,1
bb,804341,97672,11,1
dc,804341,141635,11,1
bb,731873,76535,11,1
dc,731873,159993,11,1
bb,848554,96586,11,1
dc,848554,183242,11,1
bb,739964,111533,11,1
dc,739964,161185,11,1
bb,731365,125827,11,1
dc,731365,153541,11,1
bb,610808,67856,11,1
dc,610808,98408,11,1
bb,537899,54378,11,1
dc,537899,122189,11,1
bb,989346,91507,11,1
dc,989346,246765,11,1
bb,787969,121937,11,1
dc,787969,213669,11,1
bb,548577,54306,11,1
dc,548577,78026,11,1
bb,605131,88088,11,1
dc,605131,155301,11,1
bb,399726,69435,11,1
dc,399726,92799,11,1
bb,540653,63603,11,1
dc,540653,98260,11,1
bb,752261,123032,11,1
dc,752261,188195,11,1
bb,787805,116652,11,1
dc,787805,245448,11,1
bb,707200,109118,11,1
dc,707200,179871,11,1
bb,780304,94850,11,1
dc,780304,189058,11,1
bb,741381,127231,11,1
dc,741381,256816,11,1
bb,837865,146034,11,1
dc,837865,208889,11,1
bb,559191,89264,11,1
dc,559191,120503,11,1
bb,933309,128238,11,1
dc,933309,165761,11,1
bb,496086,49465,11,1
dc,496086,118855,11,1
bb,671799,88124,11,1
dc,671800,145728,11,1
bb,776543,127921,11,1
dc,776543,154910,11,1
bb,746232,138075,11,1
dc,746232,154112,11,1
bb,725381,111041,11,1
dc,725381,211733,11,1
bb,768394,133959,11,1
dc,768394,181224,11,1
bb,630975,76709,11,1
dc,630975,113310,11,1
bb,686552,73106,11,1
dc,686552,153892,11,1
bb,446011,46340,11,1
dc,446011,71249,11,1
bb,882098,81825,11,1
dc,882098,200611,11,1
bb,688191,61661,11,1
dc,688191,119452,11,1
bb,690896,72611,11,1
dc,690896,122519,11,1
bb,774933,126965,11,1
dc,774933,244025,11,1
bb,569553,64500,11,1
dc,569553,142672,11,1
bb,662720,70726,11,1
dc,662720,120594,11,1
bb,730129,73442,11,1
dc,730129,148916,11,1
bb,519639,49285,11,1
dc,519639,74461,11,1
bb,755288,106132,11,1
dc,755288,152155,11,1
bb,737669,125899,11,1
dc,737670,210296,11,1
bb,549796,76229,11,1
dc,549796,125066,11,1
bb,862102,76036,11,1
dc,862102,189741,11,1
bb,837188,106351,11,1
dc,837188,181047,11,1
bb,630807,61773,11,1
dc,630807,136658,11,1
bb,770831,141212,11,1
dc,770831,163681,11,1
bb,738840,144453,11,1
dc,738840,199152,11,1
bb,702057,73250,11,1
dc,702057,102829,11,1
